NM_MUN,year,area_km
Abaetetuba,2008.0,1.387703057001128
Abaetetuba,2009.0,3.052674705661467
Abaetetuba,2010.0,4.072397514546186
Abaetetuba,2011.0,0.8559583734953
Abaetetuba,2012.0,2.299492634469165
Abaetetuba,2013.0,0.448690165948732
Abaetetuba,2014.0,0.243939388154505
Abaetetuba,2015.0,0.58614826506206
Abaetetuba,2016.0,0.385669006774471
Abaetetuba,2017.0,1.189312870305023
Abaetetuba,2018.0,0.71577736894629
Abaetetuba,2019.0,0.340123077077085
Abaetetuba,2020.0,1.342091170919244
Abaetetuba,2021.0,1.7771783457917851
Abaetetuba,2022.0,0.406921289006303
Abaetetuba,2023.0,0.31446348206682095
Abel Figueiredo,2008.0,2.958635001141911
Abel Figueiredo,2009.0,1.554944851444204
Abel Figueiredo,2010.0,2.647515999442963
Abel Figueiredo,2011.0,0.565249776515386
Abel Figueiredo,2013.0,0.358571693644153
Abel Figueiredo,2014.0,0.431353093321861
Abel Figueiredo,2015.0,0.16443858849766602
Abel Figueiredo,2016.0,0.595256532298218
Abel Figueiredo,2017.0,0.24025534227363
Abel Figueiredo,2018.0,1.044849581106953
Abel Figueiredo,2019.0,5.431993520346051
Abel Figueiredo,2020.0,1.416644421884421
Abel Figueiredo,2021.0,2.436157685196619
Abel Figueiredo,2022.0,2.948544856353681
Abel Figueiredo,2023.0,1.722436598100717
Acará,2008.0,50.767145625536294
Acará,2009.0,13.21783679479622
Acará,2010.0,31.62102569337405
Acará,2011.0,15.384362050549655
Acará,2012.0,4.814033032532221
Acará,2013.0,18.44331009172959
Acará,2014.0,5.848519169347328
Acará,2015.0,7.028884946362498
Acará,2016.0,7.365854468733473
Acará,2017.0,19.13385674737957
Acará,2018.0,17.106059076297715
Acará,2019.0,18.58839594150388
Acará,2020.0,15.668020276796772
Acará,2021.0,10.465381733029375
Acará,2022.0,5.710869626959594
Acará,2023.0,8.364741385262121
Afuá,2008.0,0.133582193992672
Afuá,2010.0,1.7319582072790871
Afuá,2012.0,0.150511215987739
Afuá,2013.0,0.0739278295175
Afuá,2014.0,0.171899214943144
Afuá,2017.0,0.12054717211147399
Afuá,2019.0,0.107802479244072
Afuá,2022.0,0.16465130477221998
Afuá,2023.0,0.27203326881568
Alenquer,2008.0,40.10254849555616
Alenquer,2009.0,18.50012828533314
Alenquer,2010.0,27.98812785609082
Alenquer,2011.0,22.014888059579565
Alenquer,2012.0,14.859315120024984
Alenquer,2013.0,17.83660196554554
Alenquer,2014.0,16.442435610127273
Alenquer,2015.0,15.257078095158144
Alenquer,2016.0,16.199661402032813
Alenquer,2017.0,27.934371993550357
Alenquer,2018.0,22.244214849738842
Alenquer,2019.0,20.107824182194335
Alenquer,2020.0,33.261847201084
Alenquer,2021.0,32.19131735278549
Alenquer,2022.0,29.566985156886
Alenquer,2023.0,22.502105158743475
Almeirim,2008.0,61.63222472257626
Almeirim,2009.0,23.68866271435473
Almeirim,2010.0,39.139000087627664
Almeirim,2011.0,6.989753910913086
Almeirim,2012.0,19.64297157725496
Almeirim,2013.0,9.506687057798791
Almeirim,2014.0,25.191145268247972
Almeirim,2015.0,12.292530078057164
Almeirim,2016.0,16.020056478284683
Almeirim,2017.0,21.56872884546922
Almeirim,2018.0,19.383531938087376
Almeirim,2019.0,30.478013981040945
Almeirim,2020.0,25.261825880878057
Almeirim,2021.0,31.879749072538676
Almeirim,2022.0,18.898504597925285
Almeirim,2023.0,23.486676462979485
Altamira,2008.0,343.3941936301286
Altamira,2009.0,408.19272088389505
Altamira,2010.0,196.95822370722107
Altamira,2011.0,251.375697523099
Altamira,2012.0,230.34427653400667
Altamira,2013.0,301.07113204030816
Altamira,2014.0,312.462124922975
Altamira,2015.0,313.78004282602046
Altamira,2016.0,414.8591114271624
Altamira,2017.0,225.942164085158
Altamira,2018.0,446.0919403365665
Altamira,2019.0,595.5772005710324
Altamira,2020.0,873.5933745112549
Altamira,2021.0,779.9623758268523
Altamira,2022.0,649.7927288490947
Altamira,2023.0,321.6757513614884
Anajás,2009.0,1.02828928531027
Anajás,2010.0,12.142738580513008
Anajás,2011.0,0.306710800152254
Anajás,2012.0,0.092581316634907
Anajás,2015.0,0.105604203954583
Anajás,2016.0,0.379038988375736
Anajás,2019.0,0.394149556715805
Anajás,2020.0,0.895130069458134
Anajás,2021.0,0.971869275827299
Anajás,2022.0,0.133156585248808
Anajás,2023.0,0.196556898761604
Ananindeua,2010.0,0.071118849804653
Ananindeua,2012.0,0.131722588262831
Anapu,2008.0,79.97294291023506
Anapu,2009.0,28.593530651157835
Anapu,2010.0,80.88489464270255
Anapu,2011.0,227.4266494811581
Anapu,2012.0,16.29350932012565
Anapu,2013.0,20.51325252767668
Anapu,2014.0,33.16314989886832
Anapu,2015.0,97.06538838920457
Anapu,2016.0,88.92930536223479
Anapu,2017.0,102.02491697591267
Anapu,2018.0,57.65678860303153
Anapu,2019.0,224.27838333089403
Anapu,2020.0,131.88886518300728
Anapu,2021.0,145.3162093890436
Anapu,2022.0,113.4596805185698
Anapu,2023.0,97.35154485471351
Augusto Corrêa,2008.0,0.313423172526468
Augusto Corrêa,2009.0,0.390353778844861
Augusto Corrêa,2010.0,0.136028265261493
Augusto Corrêa,2015.0,0.186368938504484
Augusto Corrêa,2023.0,0.306058337115914
Aurora do Pará,2008.0,17.697220048637
Aurora do Pará,2009.0,10.588277975947644
Aurora do Pará,2010.0,11.639974579347275
Aurora do Pará,2011.0,6.925823933689857
Aurora do Pará,2012.0,0.8782208378893039
Aurora do Pará,2013.0,4.762506574860287
Aurora do Pará,2014.0,0.857983154734284
Aurora do Pará,2015.0,0.924808325378785
Aurora do Pará,2016.0,1.55863355127047
Aurora do Pará,2017.0,5.395193114687169
Aurora do Pará,2018.0,3.68618947835302
Aurora do Pará,2019.0,1.496209293866496
Aurora do Pará,2020.0,3.652357890915162
Aurora do Pará,2021.0,2.59308931667913
Aurora do Pará,2022.0,2.701267190504704
Aurora do Pará,2023.0,3.106100909068834
Aveiro,2008.0,33.16319104796903
Aveiro,2009.0,29.56431100622082
Aveiro,2010.0,17.957442960549756
Aveiro,2011.0,35.8155713804316
Aveiro,2012.0,16.47127879154632
Aveiro,2013.0,14.334348566009457
Aveiro,2014.0,29.93091718702568
Aveiro,2015.0,16.214296001495892
Aveiro,2016.0,13.526383890984295
Aveiro,2017.0,30.718645255591444
Aveiro,2018.0,20.953917162283854
Aveiro,2019.0,45.12947841754777
Aveiro,2020.0,35.266963378886395
Aveiro,2021.0,57.07871101245603
Aveiro,2022.0,53.419865970516774
Aveiro,2023.0,29.522198070054916
Bagre,2008.0,3.722745107880887
Bagre,2009.0,1.895404190390101
Bagre,2010.0,17.60218201974488
Bagre,2011.0,2.326833921579918
Bagre,2012.0,0.9293381379918211
Bagre,2013.0,0.530385429969935
Bagre,2014.0,0.24832522411819902
Bagre,2015.0,0.738722431648916
Bagre,2016.0,1.754610798846826
Bagre,2017.0,1.478146731963549
Bagre,2018.0,0.832076253558174
Bagre,2019.0,2.376228229580457
Bagre,2020.0,3.270266361395601
Bagre,2021.0,6.3019334226418655
Bagre,2022.0,3.423215062143592
Bagre,2023.0,2.537798925929311
Baião,2008.0,19.536290482949514
Baião,2009.0,13.373213498319753
Baião,2010.0,25.465053087616255
Baião,2011.0,7.810487525366551
Baião,2012.0,8.520279397862234
Baião,2013.0,6.401450530790209
Baião,2014.0,4.080088681463291
Baião,2015.0,4.617387102324491
Baião,2016.0,5.637623806236606
Baião,2017.0,5.247530807419441
Baião,2018.0,10.235916037806229
Baião,2019.0,8.026815387512329
Baião,2020.0,6.634463981227241
Baião,2021.0,16.853953624343376
Baião,2022.0,8.908743240571004
Baião,2023.0,9.028492931802433
Bannach,2008.0,48.333064988922885
Bannach,2009.0,15.749906121324784
Bannach,2010.0,5.749173413997976
Bannach,2011.0,5.637564126345447
